,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
6982,-118.01,33.96,28.83797942768524,9.27040070798794,6.747418702265006,9.497270054008494,6.975538274960224,2.0328514048801885,54.758671937336295,2.707250000900761,-2.7702062595704007,0.9753638765831963,1,0,0,0,0
6983,-118.02,33.96,28.83797942768524,9.426974324620202,7.067230903046176,9.562852400392226,6.989734762788226,1.8099062264321297,53.460776422562404,2.9204963511233815,-2.511734831583228,0.9966416409121646,1,0,0,0,0
6984,-118.02,33.96,28.83797942768524,9.478385347795152,7.206708253650906,9.713539303298049,7.376383459662042,1.8340322190363618,52.23053752025603,2.418491123737909,-2.382352121346225,0.8384160230796175,1,0,0,0,0
6985,-118.03,33.97,28.83797942768524,9.09022459613426,6.757150973890616,9.103311298708103,6.857080679878171,1.8922885761413546,52.86878902762874,2.621722355840617,-2.5024351295573286,0.8638522853601647,1,0,0,0,0
6986,-118.03,33.97,31.142897273611784,9.422424962930561,7.1739393756336876,9.791586387950668,7.312385649397062,1.842432780052537,52.46505677401448,2.4312830152734946,-2.3543468710082025,0.911393654971436,1,0,0,0,0
6987,-118.03,33.97,31.142897273611784,9.518218310703544,7.33117578334915,9.925582646919006,7.479968048180936,1.3674044138429935,50.96693683450247,2.3291373041568266,-2.262854832677549,0.8741073023057094,1,0,0,0,0
6988,-118.03,33.97,28.83797942768524,9.534587575914138,7.612622942462611,10.333619412943122,7.6379707435364566,1.172113838641268,49.27255924249869,2.1395192208013816,-1.9180118716085324,0.9638110555942723,1,0,0,0,0
6989,-118.04,33.97,23.402864048983446,9.687811566296123,8.03009705080387,11.077546876086318,8.166207600774282,1.0721715401450067,48.92351714788138,1.681946921551206,-1.5987110255532548,0.9844390107997373,1,0,0,0,0
6990,-118.04,33.97,20.255173792692997,10.018244553882933,8.428932788530965,11.410306140015306,8.479659939601447,1.05314488983154,49.87142087009399,1.7048073855602648,-1.5125140600035092,0.9498981033391943,1,0,0,0,0
6991,-118.03,33.97,17.870492185789697,9.559879514212415,7.857858930582293,10.712884683600551,7.989074583155478,1.0648948844262986,50.72842928930498,1.7376238035908056,-1.653881726547306,0.9287878965139846,1,0,0,0,0
6992,-118.02,33.95,30.37607472302157,9.527490953214471,7.3043780789119985,9.98614404704076,7.405634670459431,1.7294204762753091,49.33620466512512,2.4451432336398007,-2.311372086981836,0.9443268467501781,1,0,0,0,0
6993,-118.02,33.95,28.83797942768524,9.163335594027448,6.935306825928848,9.666481015030614,6.989734762788226,1.668633995954335,50.09529933867486,2.5307062328493086,-2.345916629362937,1.0429141671144055,1,0,0,0,0
6994,-118.03,33.96,29.607782990246136,9.219493600221739,7.082941603625154,9.77846301697227,7.237676163538276,1.6502313954109709,49.494004664764226,2.25820355118469,-2.2155379033409774,0.9490069208483356,1,0,0,0,0
6995,-118.03,33.96,29.607782990246136,8.637141690149942,6.582399475007736,8.822338385947218,6.625265655694654,1.2987859001159068,49.06034670138823,2.3149403719970896,-2.145448788330928,0.8706212798965102,1,0,0,0,0
6996,-118.03,33.95,27.293653712285593,9.333437334829393,7.311121565909326,9.800910810690102,7.265610875771456,1.5077297354823502,49.60648023934349,2.374318735796862,-2.056586839086377,0.9428260470603413,1,0,0,0,0
6997,-118.03,33.95,29.607782990246136,9.242603326872677,6.900442997548126,9.606142674783428,7.058854138706982,1.6817451832893355,49.889712049827686,2.542758686575294,-2.5022711847094117,0.9757814134241657,1,0,0,0,0
6998,-118.04,33.95,28.83797942768524,9.896600792103541,7.579061371913015,10.37819613520641,7.653572897697268,1.5694726547601376,49.93229529938981,2.6075516806030175,-2.4137637989544958,0.9742985327082871,1,0,0,0,0
6999,-118.04,33.96,29.607782990246136,9.385557555512412,7.195863368147722,10.028377759728384,7.281355792444666,1.3431632999176049,48.354745709436436,2.424041101223729,-2.27600336775077,1.0343638114017362,1,0,0,0,0
7000,-118.04,33.96,33.4349433561374,8.921609690884202,6.973588758125208,10.198777205485513,7.036150307273983,1.381816904196856,47.994243834452725,2.133815300277907,-1.9851348796691806,1.2455530597947793,1,0,0,0,0
7001,-118.05,33.96,29.607782990246136,9.838961644518196,7.9249617989136585,11.793866806589213,8.082410653239986,1.2370429822703741,48.778640586682414,1.9605931173277567,-1.8929296162975926,1.3164998041049358,1,0,0,0,0
7002,-118.04,33.97,27.293653712285593,9.231518283071718,7.321181472154157,10.21877953516513,7.327676699921841,1.2702753056489908,48.6388523596962,2.153116260845283,-1.9195228491604086,1.0903482632464538,1,0,0,0,0
7003,-118.05,33.98,27.293653712285593,9.52962322733787,7.177615348441821,10.253722482389009,7.38374661529545,1.644884972334645,49.58156705625473,2.47909555124098,-2.4918548690439652,1.073618296889933,1,0,0,0,0
7004,-118.05,33.97,28.83797942768524,9.96969332975357,8.004463676340611,11.822578787089865,8.150243410437463,1.4888671314461086,48.354745709436436,2.0381328741824056,-1.949105948119512,1.291832037428909,1,0,0,0,0
7005,-118.06,33.97,29.607782990246136,9.130851966972847,6.84200850140967,9.87945685385621,7.031569956936438,1.7387029285800153,48.70560280334385,2.4243604192639165,-2.4348748014028114,1.112294272240684,1,0,0,0,0
7006,-118.07,33.98,25.7427031414777,10.196884646117127,8.059485772411115,11.143073026047189,8.188749492357193,1.3367839965141117,49.266177974641984,2.2779879388114765,-2.1529087722169056,0.9993257637176652,1,0,0,0,0
7007,-118.07,33.98,32.67229426642248,8.970786486232624,6.672333715994471,9.5690915969465,6.8416215118281665,1.6211616670546365,49.3932273842076,2.472629793512591,-2.4624678603201486,1.085462129444351,1,0,0,0,0
7008,-118.06,33.97,31.142897273611784,9.125372791341608,6.804885584426894,9.713539303298049,6.980284724899181,1.618533061381116,49.76729944526817,2.4904699493792646,-2.4810211011047723,1.0691768954434668,1,0,0,0,0
7009,-118.07,33.97,28.83797942768524,9.337445855538762,7.102353989612494,9.748158343673024,7.072320908128515,1.3146983893800497,49.45000794817186,2.6596132579051033,-2.3422467456935,1.031354967705189,1,0,0,0,0
7010,-118.08,33.97,30.37607472302157,8.431989167024355,6.169863693829351,9.28717523116564,6.301726101123775,1.6993330399239912,48.96928393781319,2.495217303909442,-2.4572239273579757,1.2729285880886405,1,0,0,0,0
7011,-118.07,33.97,25.7427031414777,10.241541671549612,8.276814278160764,11.968851003873764,8.404683825080067,1.0001292500249965,48.46370192714548,2.0592698679953823,-1.935007295037767,1.214081706357903,1,0,0,0,0
7012,-118.07,33.96,24.184681972588397,8.285681946748037,6.433362113413295,9.562852400392226,6.4488233175709695,1.1150185808542314,47.87419348646732,2.0812341458587698,-1.8988749181819253,1.3075816998043006,1,0,0,0,0
7013,-118.07,33.97,28.83797942768524,8.739767610247826,6.672333715994471,9.834143993049043,6.689407231815591,1.9152829362343988,48.504328653501716,2.3666008798276406,-2.1554836792712075,1.2867420211079923,1,0,0,0,0
7014,-118.08,33.97,28.83797942768524,9.10789611495007,6.795459534541752,10.181706667858938,6.980284724899181,1.6240969630454445,49.195781733513684,2.4657530009548307,-2.4708611611792572,1.2695568474534435,1,0,0,0,0
7015,-118.08,33.97,28.066618928875407,8.115244485342263,5.8923795333514075,8.749437214367886,5.890073284011747,1.8373172855196684,48.8381000567776,2.6571573118897853,-2.427913651947991,1.274746903279509,1,0,0,0,0
7016,-118.08,33.97,28.83797942768524,9.160653866576608,6.909234872605183,10.363915788287551,7.171915412804713,1.4694210933331187,48.975809178055954,2.26892420678436,-2.3790876158904295,1.238727120528427,1,0,0,0,0
7017,-118.09,33.98,31.142897273611784,8.298160236878651,6.1984505887806325,9.039966164921232,6.428657273138178,1.521168130795245,49.374246831719795,2.1255121743937093,-2.2332581405292102,1.0893495725220883,1,0,0,0,0
7018,-118.09,33.97,31.142897273611784,8.965734907681798,6.790724191768728,9.934339928016412,6.907532661360655,1.679003442409002,49.150789701286335,2.3708217775950087,-2.287090736866186,1.2062886575572807,1,0,0,0,0
7019,-118.09,33.97,28.066618928875407,9.8634189494798,7.650882044639507,11.144081958698038,7.669025929214031,1.5375868042659937,49.040885750285405,2.5388344208749687,-2.2730494630125126,1.283300383494043,1,0,0,0,0
7020,-118.1,33.97,28.066618928875407,9.719694505922233,7.618146597828758,11.12076195317246,7.738269830513669,1.2460041855703363,48.988850039606874,2.248816324375949,-2.135781457282552,1.2366448150260527,1,0,0,0,0
7021,-118.1,33.98,27.293653712285593,8.843744309688379,6.851147572656408,9.815745284784894,6.87238815713645,1.4159270998165088,48.538088655533386,2.2523936822016384,-2.0481788829909715,1.1754516752810766,1,0,0,0,0
7022,-118.09,33.98,29.607782990246136,8.693516464801556,6.576935981928091,9.863255030434454,6.788954242912015,1.3168829050777486,49.544110322431834,2.1641788721720703,-2.226451054442071,1.242999837366319,1,0,0,0,0
7023,-118.1,33.98,26.519033079169297,9.369157299441907,7.482829044507648,10.687059140671263,7.631687455976497,1.4613768629032553,48.217264905188856,1.9380703069606944,-1.8823838485510709,1.1179193267356726,1,0,0,0,0
7024,-118.11,33.97,26.519033079169297,9.517502812194452,7.536060307207291,10.746857858501318,7.62221645491061,1.503596695926873,49.189363598695,2.137982647667501,-1.9934733309599943,1.1479944554446495,1,0,0,0,0
7025,-118.11,33.98,28.83797942768524,7.241843451398257,5.408265195172107,8.096493992539164,5.603047568484717,1.4104384444550442,47.881286024091395,1.8382358469618763,-1.9409157325770725,1.1460169161371407,1,0,0,0,0
7026,-118.09,33.96,28.83797942768524,10.181250106910372,7.80984851098857,11.648790868107353,8.014155191314538,1.397877138897792,49.38690352715031,2.492816436217663,-2.466465249843046,1.296696797782531,1,0,0,0,0
7027,-118.09,33.96,28.83797942768524,8.555149321747782,6.427318813327537,9.113681093672229,6.570728602778462,1.4224052550098167,48.96928393781319,2.2785362071404305,-2.2527661054822685,1.0391180521970875,1,0,0,0,0
7028,-118.09,33.95,28.83797942768524,9.418623942434424,7.199486905564991,10.255229053080745,7.372689112944107,1.7959673598934056,49.189363598695,2.3418720290418986,-2.313986387944619,1.0805157790365028,1,0,0,0,0
7029,-118.1,33.96,30.37607472302157,9.141753874779916,6.960935685893363,10.081252990852873,6.980284724899181,1.6897458516817303,48.765390984650764,2.5137415419581983,-2.281808578929544,1.2275336524733462,1,0,0,0,0
7030,-118.1,33.96,28.83797942768524,8.64212557918306,6.492472936116338,9.63048574797728,6.5645480306430795,1.6441345127841969,48.92351714788138,2.4091757558399616,-2.2766738999515836,1.2708344607635458,1,0,0,0,0
7031,-118.1,33.97,16.267684048495404,9.330223263469057,7.669663956166328,10.476991307391387,7.744153585672887,1.2416588490598475,47.54367211167158,1.754377032720494,-1.6148036090808189,0.965643573039536,1,0,0,0,0
7032,-118.1,33.96,28.83797942768524,9.435281448200033,7.334492795781486,10.49730573317462,7.619047069486851,1.6163511374453934,50.73415649694723,2.0368559144299385,-2.1529645168166516,1.0450147956055724,1,0,0,0,0
7033,-118.1,33.96,31.908291024388724,9.217768348880963,6.9309926950372684,9.699921885091742,6.89256742324453,1.5135436884745526,49.60025627793645,2.756011197304067,-2.424659236215189,1.1136643558977488,1,0,0,0,0
7034,-118.08,33.95,25.7427031414777,9.396398466805465,7.166560709727345,10.206492277033599,7.354088043160389,1.8968092140954924,48.79849012507509,2.337370644425549,-2.3304451816665885,1.0701250846982413,1,0,0,0,0
7035,-118.08,33.95,29.607782990246136,9.217768348880963,7.0150164832600845,10.288112028700255,7.180286342466464,1.2893499824321597,48.943150830956334,2.3349008001849594,-2.306450923055506,1.2024967696276354,1,0,0,0,0
7036,-118.08,33.96,28.066618928875407,9.502403352010953,7.210306147851974,10.731149198276535,7.312385649397062,1.635207184386959,49.0862503847796,2.5431973836917527,-2.4090830692446517,1.3114536024713717,1,0,0,0,0
7037,-118.08,33.96,27.293653712285593,8.922650023153672,6.851147572656408,10.026704269958769,6.877457470504418,1.7544006498759146,49.112103697537464,2.3536449279850573,-2.1482381642533137,1.2622183704277001,1,0,0,0,0
7038,-118.09,33.96,16.267684048495404,9.356548072397894,7.452443182016664,10.402260541814172,7.587006060833941,1.1452541712512687,48.95622382067176,1.9782650346562587,-1.905092140371934,1.0224255514577485,1,0,0,0,0
7039,-118.09,33.95,25.7427031414777,8.511118700781559,6.281003190266025,9.159708023497252,6.475304744776775,1.4732600867066081,49.456302051982284,2.3532877115001876,-2.4029996988427147,1.1160457207643808,1,0,0,0,0
7040,-118.09,33.94,28.83797942768524,9.919097633290384,7.452443182016664,10.628144469696222,7.675166044996566,1.6607413322642475,50.226681731710364,2.6081781944265985,-2.623572341204235,1.0690035790920236,1,0,0,0,0
7041,-118.09,33.93,28.83797942768524,9.075188873461677,6.909234872605183,10.097513604497713,7.133688150357785,1.8055421944794545,50.226681731710364,2.2063442679882184,-2.2662448752001665,1.148116396788318,1,0,0,0,0
7042,-118.09,33.94,26.519033079169297,9.407166499828037,7.228169463632553,10.36248260318085,7.342822419720808,1.5811059218945107,49.742682866348545,2.3676485299777537,-2.259850589984508,1.142888455396208,1,0,0,0,0
7043,-118.08,33.94,17.07047637055554,10.46968442774761,8.485634670353894,11.324351885518212,8.45694609281069,1.0159865294770345,49.494004664764226,2.281349594717677,-1.9473957543973175,0.9266260768604774,1,0,0,0,0
7044,-118.04,33.95,28.066618928875407,9.383224923714367,7.051355737853455,10.1328610218399,7.201022073059904,2.0080411877882214,49.52534264629553,2.5357326180304853,-2.4753416246530637,1.1251748562535908,1,0,0,0,0
7045,-118.04,33.94,24.964606515078128,10.41892803642729,7.965214636918626,11.51297714060679,8.120179985373435,1.8347695658276237,49.6499673690668,2.6726957536719556,-2.5625584285599063,1.1870333799883221,1,0,0,0,0
7046,-118.04,33.95,28.83797942768524,9.407166499828037,7.094618795850745,10.147156107359178,7.184455265734703,1.8316953393033608,49.656168337695085,2.5940620845138103,-2.4457307718827948,1.1406294140470956,1,0,0,0,0
7047,-118.05,33.95,26.519033079169297,9.390212649302036,7.177615348441821,10.65842442919053,7.269561749402987,1.4935183494583755,49.456302051982284,2.4471945387006095,-2.3070949860982326,1.3054850481162836,1,0,0,0,0
7048,-118.05,33.94,27.293653712285593,7.387803211104966,5.54835716528198,8.54445587958752,5.748194786325476,0.7188551363083162,48.00829489938052,1.8361829247969703,-1.9388767002541887,1.2660753673976033,1,0,0,0,0
7049,-118.04,33.93,28.83797942768524,8.458817624737328,6.4866670854404695,10.031720833100007,6.552111923159419,1.3321368008079004,48.87759179193721,2.172691357186993,-2.046035043213932,1.4447695693908549,1,0,0,0,0
7050,-118.05,33.93,24.964606515078128,8.231488860836816,6.260797335840595,9.499417971730656,6.279502950280373,1.5173600647485153,47.47068849977943,2.2425824006127364,-2.0594492464141885,1.3763831436818936,1,0,0,0,0
7051,-118.05,33.93,28.066618928875407,9.504569116605316,7.476799574108154,11.34476037135167,7.514189198276987,1.3130065401389188,48.078323928875584,2.2643169499789964,-2.0533528725625403,1.4437517490958953,1,0,0,0,0
7052,-118.05,33.92,26.519033079169297,9.424701257244998,7.446293476365771,11.278229803227697,7.590238956734902,1.3480635205014868,48.4025253570013,2.060253025149649,-1.9948550460925627,1.3779780644732944,1,0,0,0,0
7053,-118.03,33.93,17.870492185789697,10.233260041731894,8.228948351766745,11.724419534502992,8.386893450547959,1.5884436357761171,49.06682735653796,2.071073953929772,-1.9837151640872213,1.127797931600067,1,0,0,0,0
7054,-118.02,33.92,28.066618928875407,9.48131581131206,7.297604771512162,10.264246596923956,7.346586475487323,1.5607328578476194,49.0733048531844,2.4646158477266393,-2.2609597999971074,1.0991088617690141,1,0,0,0,0
7055,-118.03,33.92,24.184681972588397,8.904870175082172,6.948175669365435,10.256734579321433,7.008465857953993,1.2493522602030331,48.64554262392807,2.148801670947348,-1.997383862019324,1.2850017858796914,1,0,0,0,0
7056,-118.03,33.92,28.066618928875407,9.505290390409384,7.231717178591923,10.158209475569997,7.3390494581996775,1.5158932134538727,49.21501760824675,2.508876920900934,-2.3828993056148655,1.057847125575553,1,0,0,0,0
7057,-118.04,33.93,28.066618928875407,9.27040070798794,7.166560709727345,10.536055644344975,7.229603699301294,1.6882817234054226,48.21035282353276,2.338223841939858,-2.167975206619771,1.2776815335997909,1,0,0,0,0
7058,-118.04,33.92,27.293653712285593,9.421665479430805,7.273659377093602,10.62433015494479,7.387415505231402,1.4476572897774265,48.32051051816429,2.325703414673531,-2.216893114175225,1.2270135459196878,1,0,0,0,0
7059,-118.04,33.93,28.83797942768524,9.20302769227061,6.948175669365435,10.235561608103918,6.985016857788118,1.7594965710435244,47.659595093622386,2.5946648701279322,-2.3805326384779626,1.2892510180295398,1,0,0,0,0
7060,-118.04,33.92,28.066618928875407,9.746620883597526,7.598727136825557,11.260091560121657,7.804679640913282,1.421204566176736,48.504328653501716,2.1962932387585883,-2.194868425234763,1.256301721933612,1,0,0,0,0
7061,-118.02,33.93,28.066618928875407,9.70319372710652,7.206708253650906,10.118470650988646,7.391075990107641,1.6764250667445648,50.83115468232548,2.7155739472972344,-2.6872406628861762,1.0109444807402095,1,0,0,0,0
7062,-118.03,33.93,28.066618928875407,9.747241789132431,7.27020781081109,10.372495197633848,7.4020074108071805,2.0240436442827994,49.99289652577187,2.763517340736505,-2.654323450610022,1.1139447581277904,1,0,0,0,0
7063,-118.03,33.94,29.607782990246136,9.179331578113324,6.814252759285952,9.51225940059293,6.788954242912015,1.7496444159792581,50.01102402956039,2.8595454351210434,-2.541356885194706,1.090776604863345,1,0,0,0,0
7064,-118.03,33.94,24.184681972588397,9.8093582695152,7.595932971319575,10.612847547875269,7.699496227394509,1.4459012447273274,49.85310485208425,2.4215497797856442,-2.277995270730668,1.048929159087954,1,0,0,0,0
7065,-118.04,33.94,29.607782990246136,8.811707416409492,6.672333715994471,9.946540181099282,6.810235415340248,1.701019614992572,49.04737590173119,2.295190552771439,-2.249206158355247,1.2662160100407802,1,0,0,0,0
7066,-118.03,33.94,27.293653712285593,9.222077975737243,7.162857927271314,9.571167216755082,7.277434157754922,1.4432638255570078,49.34255255326696,2.2077905613496633,-2.111861505245978,0.8313420304028684,1,0,0,0,0
7067,-118.01,33.95,28.83797942768524,9.06951346227099,6.757150973890616,9.350386622398364,6.815510548571021,1.7744454335998385,50.08929704394754,2.6540246733710506,-2.474084238122928,1.0026815151747075,1,0,0,0,0
7068,-118.02,33.95,28.83797942768524,9.184627988572347,6.800179966566082,9.473496251161762,6.91743049652869,1.8327411518700887,50.01102402956039,2.6690353593731633,-2.5694180279563743,0.998640855297825,1,0,0,0,0
7069,-118.02,33.95,28.83797942768524,9.118956404721205,6.781208382835391,9.306106234139476,6.851944631785496,1.7089682482543487,49.99289652577187,2.671581156619557,-2.506718260914462,0.9610348907239318,1,0,0,0,0
7070,-118.01,33.95,29.607782990246136,8.618308774631508,6.30751836624685,8.8607555027319,6.49486980760305,1.8553269266066967,50.083292087533074,2.47733942507557,-2.5124448495573968,0.9673739007979553,1,0,0,0,0
7071,-118.02,33.94,26.519033079169297,9.691670829130253,7.228169463632553,10.304368904703788,7.320049521341108,2.03180104934289,50.739881311347126,2.805829226133081,-2.6394970621612845,1.1311018432096445,1,0,0,0,0
7072,-118.02,33.94,18.66786674932074,10.78969766392241,8.683138724323534,12.11584718815634,8.794267233650269,1.446626784041633,50.716967685299274,2.257063777793773,-2.0807035463498136,1.0648588870019295,1,0,0,0,0
7073,-118.02,33.95,28.066618928875407,9.488618672538419,7.213895577334309,9.941320020067531,7.327676699921841,1.446855838434541,49.6499673690668,2.5017825717192754,-2.3858102950217877,0.9694556718971967,1,0,0,0,0
7074,-117.98,33.94,25.7427031414777,9.803372370782386,7.509673942333908,10.124878220505085,7.524314974718901,1.6654338982525687,52.5607975891482,2.663002424066467,-2.387896297134962,0.937356136384067,1,0,0,0,0
7075,-117.98,33.93,21.833262245114646,10.118667586447458,7.562004016716607,10.555834072823352,7.705522091768275,2.2879428597418676,52.87370229301399,2.851182228102766,-2.7373851882325835,1.0213173793961108,1,0,0,0,0
7076,-117.99,33.93,26.519033079169297,9.637449405034799,7.321181472154157,9.82864107214659,7.5276761083725665,1.5058489399544028,51.621133871103986,2.4254004524380592,-2.4322928769500405,0.8021142097840331,1,0,0,0,0
7077,-117.99,33.94,27.293653712285593,9.011610483368559,6.809576483764347,9.21213645846845,6.956407491482991,1.7361760590536939,51.93440453339364,2.3652391894417546,-2.3213393269316365,0.8554096024408256,1,0,0,0,0
7078,-117.99,33.94,24.184681972588397,9.70000113857694,7.714354784267661,10.11204399412855,7.7587703528639995,1.5273750678189346,51.84485870239379,2.1959307756783506,-1.988679549533865,0.7958342410372719,1,0,0,0,0
7079,-118.0,33.94,28.066618928875407,9.827775734852443,7.482829044507648,10.253722482389009,7.717507018659514,1.6161431954847745,51.95539109894206,2.4217087701340883,-2.457380362001886,0.8831713903077328,1,0,0,0,0
7080,-118.0,33.94,28.83797942768524,10.000272657983997,7.631870333381293,10.385301448660808,7.653572897697268,1.9961331790305223,51.38283268201749,2.756019149241724,-2.4765160378691644,0.977378274417135,1,0,0,0,0
7081,-118.01,33.94,28.83797942768524,9.364440477461713,6.935306825928848,9.676371652501526,7.0633558691554095,1.9229730475998978,50.53807394255962,2.7126443062863714,-2.6189666436135415,1.0046371870889985,1,0,0,0,0
7082,-118.01,33.94,28.066618928875407,8.806117065463344,6.463213047301426,9.329529434509787,6.654751259446931,1.7226069494509577,49.70567334979117,2.5112775593031644,-2.542814393062242,1.087375582555786,1,0,0,0,0
7083,-118.01,33.93,24.964606515078128,10.239245383957353,8.116673062830236,10.990711062932068,8.290772361477085,1.768085635840056,49.680943634825,2.2000820003325865,-2.1314110764931162,0.8780972189883878,1,0,0,0,0
7084,-118.02,33.93,26.519033079169297,10.754991031120934,8.546546568062723,11.945453684750824,8.656177161808653,1.4899100848497702,50.30372309750761,2.391414297276395,-2.210435566192103,1.0712186279070282,1,0,0,0,0
7085,-117.99,33.93,28.83797942768524,8.765266765834053,6.451344973894632,9.263265467188393,6.545855967166289,1.9033032624650246,49.76729944526817,2.6150369070769384,-2.503520187459183,1.1212312357699235,1,0,0,0,0
7086,-118.0,33.93,28.066618928875407,8.766416003608862,6.492472936116338,9.21213645846845,6.672176298397203,1.923383080255201,49.6499673690668,2.428994452583805,-2.4446342224963558,1.024165254888088,1,0,0,0,0
7087,-118.01,33.93,27.293653712285593,9.718431164566557,7.440119127074225,10.235561608103918,7.5175715504016445,1.3633213414635708,50.60760107977579,2.5521871474490405,-2.373083551209624,0.989759914785303,1,0,0,0,0
7088,-118.0,33.93,28.066618928875407,8.074446011654496,5.874794414491289,8.241503112308983,5.946970600518029,1.9487468602453273,50.32144001928052,2.507446102849037,-2.3970782477369954,1.0056054518201172,1,0,0,0,0
7089,-118.0,33.94,29.607782990246136,8.246021230357828,5.918361399114045,8.237505699220044,6.019615498224608,1.5438804173174148,49.680943634825,2.6517849461119343,-2.574108881629333,0.9591615891634026,1,0,0,0,0
7090,-118.01,33.92,27.293653712285593,10.511544882611929,8.017332433968862,11.370473961552081,8.12716644767594,2.012040507933316,51.45910033997859,2.794188205352011,-2.61210586975358,1.1262735314296044,1,0,0,0,0
7091,-118.01,33.92,28.066618928875407,9.094894137484287,6.752292750419439,9.380148785100527,6.799631212648321,2.023877067115979,50.47402817734641,2.715737100550757,-2.515959813396378,1.025463126442074,1,0,0,0,0
7092,-118.02,33.92,27.293653712285593,8.970786486232624,6.554878722568581,9.650558930873277,6.820767870758563,2.092267755393924,50.33913388859725,2.503084520048925,-2.636775111224475,1.1333071691775267,1,0,0,0,0
7093,-118.0,33.92,21.045321857171547,9.95664476699972,7.210306147851974,10.095893054298458,7.376383459662042,2.2475311271184695,55.43703091625061,3.120319443012493,-3.045516509321794,1.009487630311575,1,0,0,0,0
7094,-118.0,33.91,15.461965905017369,10.901816962104867,8.171867056688258,11.464407568023955,8.324121068801329,2.210509641208796,55.25471023179744,3.0703589918436567,-2.919992954882226,1.0572839690973344,1,0,0,0,0
7095,-117.99,33.93,21.833262245114646,10.377175878339072,8.067783089818178,11.028185357990473,8.25674086307381,1.7563253156025056,51.74409417951729,2.425270209375931,-2.367230562063902,0.9131657369222856,1,0,0,0,0
7096,-118.0,33.93,19.46272313462678,10.69422267698018,8.514034610137468,11.611264617882108,8.5941104432785,1.6172519384081974,52.007720310016424,2.39378661757749,-2.178073227296941,0.9700050387364557,1,0,0,0,0
7097,-117.98,33.92,21.833262245114646,10.373789875150756,7.334492795781486,10.88798743251425,7.846574335764248,2.0497430960071403,52.23567750151974,3.015145509937398,-2.2722362736808486,1.0824612259146034,1,0,0,0,0
7098,-117.99,33.92,21.833262245114646,11.088599729940876,8.780174746208573,12.030816260163386,8.983099363630528,1.6527458330401164,52.38392655948917,2.397228107264779,-2.318417476881182,0.9294771264692107,1,0,0,0,0
7100,-117.99,33.9,26.519033079169297,9.543062433042472,7.151695238562871,10.145572428753571,7.296946349678524,2.1245683678287963,51.33358094564443,2.623649390810536,-2.547415728609428,1.076304986305546,1,0,0,0,0
7101,-117.99,33.9,24.184681972588397,9.15975895020582,7.110049986841745,9.776581608014652,7.085673534785481,1.4836055942102426,51.16258153164341,2.3877343220869793,-2.10332121983436,1.0362154803842978,1,0,0,0,0
7102,-118.0,33.89,28.066618928875407,8.48656448458724,6.065148565847608,8.699329194316322,6.130644175208603,1.9575955224458894,51.22350114736294,2.8444174789370615,-2.694655777439303,1.1100754565514974,1,0,0,0,0
7103,-118.0,33.89,27.293653712285593,9.37307739142953,6.873755041115539,9.835975141795824,7.013113931903317,1.9859350938681732,51.8976021364747,2.8023206854219254,-2.7235571512331966,1.1039458208765336,1,0,0,0,0
7104,-118.0,33.9,28.066618928875407,9.23066238270879,6.846584986190038,9.682283870371208,7.112044251304497,1.7589203898941306,51.71212203027532,2.4489669045425098,-2.564658134170104,0.9789805527414753,1,0,0,0,0
7105,-118.0,33.9,28.066618928875407,9.380888888411057,6.948175669365435,9.967294415920236,7.054339499554659,1.8004793949925664,51.52414064602991,2.7506447436684685,-2.622745444875061,1.137269941570578,1,0,0,0,0
7106,-118.01,33.9,21.045321857171547,10.03029113237872,7.97402155978305,10.726293332398857,8.043755015907388,1.8299715292313028,51.234548639194706,2.251493826221561,-2.059288018810641,0.9036697492487876,1,0,0,0,0
7107,-118.01,33.89,27.293653712285593,9.138128221537519,6.766820368442457,9.742427666262861,6.985016857788118,1.8270743587152516,51.3664348839198,2.501693574059481,-2.5542683910453468,1.0791599114719488,1,0,0,0,0
7108,-118.01,33.89,26.519033079169297,9.4599478174069,6.926666185003196,9.770927350355752,7.031569956936438,1.7089682482543487,51.871255294776404,2.9047742297302444,-2.7665794282081344,1.0648980904716783,1,0,0,0,0
7109,-118.0,33.89,28.066618928875407,8.410474972915646,6.118447484119244,8.711973684628836,6.130644175208603,1.627130768240632,50.53807394255962,2.7268889809759593,-2.5038867045057094,1.1158929038623233,1,0,0,0,0
7110,-118.02,33.9,28.83797942768524,9.714001696949747,7.287388297903869,10.209570629047215,7.455571467903893,2.101967031048949,51.464532018201545,2.6357980613625203,-2.5835470266613267,1.0137981160371992,1,0,0,0,0
7111,-118.02,33.9,27.293653712285593,9.871490436573675,7.567710701946257,10.581932106086787,7.68737683361084,1.7945236702396898,51.33906201686075,2.5240322268567774,-2.3966465050545263,1.0426167805808726,1,0,0,0,0
7112,-118.01,33.89,28.83797942768524,9.078961209265122,6.6306877209141994,9.322530205625927,6.794301888254273,1.8379613316553074,51.33906201686075,2.700233774602921,-2.67522210528939,1.0024968484771386,1,0,0,0,0
7113,-118.02,33.89,28.83797942768524,8.86330531265841,7.334492795781486,8.982882758068232,6.49486980760305,1.970633864693987,51.07907364412383,2.842086516061886,-2.2722362736808486,1.0240738448382662,1,0,0,0,0
